id,"manufacturer_accrual","category","plan_name","details",company_id,"company_name","expiration",participation_percentage,"external_id","created_at","updated_at"
128,"10%","China, Crystal and Silver","","Corporate Address
144 W. Britannia St.
Taunton, MA 02780
Fax: (508) 822-7269
Toll Free: (800) 343-1383
programs matching search criteria   other programsPlan 1 - Retailer
Type
Retailer
Products
Silver pieces
Trademarks
Sheffield
Timing
Program: Jan. 01 - Dec. 31
Accrual: Jan. 01 - Dec. 31
Advertising: Jan. 01 - Dec. 31
Claim: Within 30 days of ad run
Accrual
10%
Participation
Manufacturer: 100%
May Include: Space or Time Only
Eligible Media
CatalogCircularDirect MailFlyerMagazineNewspaperNewspaper InsertRadioWeekly Newspaper
Advertising Specifications
-Only regular, first-line merchandise qualifies.-No competing products.-Products must be illustrated.-Trademark name required.-Trademark name must be prominent.-Not misleading.-Product description.
Media Requirements
-All Media: prior approval required
Advertising Aids
Camera-ready ads
Reimbursement Method
Credit memo
Claim Documentation
-All Media: paid media invoice-Catalog: complete copy of piece-Circular: complete copy of piece-Direct Mail: complete copy of piece-Flyer: complete copy of piece-Magazine: complete copy of piece-Newspaper: full page tearsheet-Newspaper Insert: complete copy of piece-Radio: ANA/RAB * electronic tearsheet; script-Weekly Newspaper: full page tearsheet
Claim Address
144 W. Britannia St.
Taunton, MA 02780",106,"Sheffield Silver Co.","12/31",100,"2460-1","2009-05-18 17:46:37","2009-05-18 17:48:14"
129,"3%","Lawn, Garden and Snow Removal Products","","Corporate Address
500 N. Spring St.
Port Washington, WI 53074
programs matching search criteria   other programsPlan 1 - Wholesaler
Type
Wholesaler
Products
garden equipment, snowthrowers, tillers, chipper shredders, tractors
Trademarks
Agco Allis; Massey Ferguson; Simplicity
Timing
Program: Aug. 01 - Jul. 31
Accrual: Aug. 01 - Jul. 31
Advertising: Aug. 01 - Jul. 31
Claim: by Sep. 15
Accrual
3%
Participation
Manufacturer: 75%
Dealer: 25%
May Include: Space or Time Only
Eligible Media
Cable TVNewspaperNewspaper InsertRadioTVWeekly Newspaper
Advertising Specifications
-No competing products.-Manufacturer's products must be clearly separated from other products.-Prior approval required for advertising material not supplied by manufacturer.-Products must be illustrated.-Manufacturer's logo required.-Trademark name required.
Media Requirements
-Exhibit: if factory supplied tapes are not used; prior approval required-Yellow Pages: display ads; prior approval required
Reimbursement Method
Credit memo
Claim Documentation
-All Media: manufacturer's claim form; paid media invoice-Direct Mail: complete copy of piece; paid printer's invoice; postal receipt-Newspaper: full page tearsheet-Newspaper Insert: complete copy of piece-Outdoor: photo; prior approval documentation-Radio: ANA/RAB * electronic tearsheet; script-TV: ANA/CAB * electronic tearsheet; ANA/TvB * electronic tearsheet; script-Weekly Newspaper: full page tearsheet-Yellow Pages: full page tearsheet; paid media invoice; prior approval documentation
Claim Address
Send claim to wholesaler.",109,"Simplicity Mfg., Inc.","07/31",75,"2491-1","2009-05-18 17:46:37","2009-05-18 17:48:14"
130,"See Full Citation","Cosmetics and Personal Care Products","","Corporate Address
8231 214th St. W.
Lakeville, MN 55044-9009
 
Ad Aid Reimbursement Address
Attention :
Scruples Inc.
8231 214th St., W.
Lakeville, MN 55044-9009
Fax: (952) 469-1620
Phone: (952) 469-4646
Toll Free: (800) 457-0016
programs matching search criteria   other programsPlan 1 - Retailer/Wholesaler
Type
Retailer/Wholesaler
Special Instructions
Contact mfr. for specifics
Products
professional salon products
Trademarks
Scruples
Timing
Program: Ongoing
Accrual: 6 months
Claim: Within 90 days of ad run
Participation
Manufacturer: 50%
Dealer: 50%
50% of ad space; 100% of radio spot, cable TV
May Include: Space or Time Only
Eligible Media
BillboardCable TVCatalogCircularDirect MailFlyerMagazineNewspaperNewspaper InsertOutdoorRadioShopperTVWeekly Newspaper
Advertising Specifications
-All of manufacturer's products may be advertised.-Manufacturer's products only; no omnibus ads.-No competing products.-All advertising requires prior approval.-Only advertising material supplied by manufacturer may be used.-Prior approval required for advertising material not supplied by manufacturer.-Products must be illustrated.-Manufacturer's logo required.-Trademark name required.-Trademark name must be prominent.-Registry symbol required.-Product description.-Store name and address.-Logo prominent.
Media Requirements
-All Media: broad general interest; paid circulation; prior approval for self-produced ads; prior approval required
Advertising Aids
Camera-ready ads; Electronic Artwork; Printed Matter; Radio elements
Reimbursement Method
Credit memo
Claim Documentation
-All Media: debit memo or invoice from advertiser; paid printer's invoice-Cable TV: proof of performance; station affidavit-Catalog: complete copy of piece; paid media invoice-Circular: complete copy of piece; paid media invoice-Direct Mail: complete copy of piece; paid media invoice; postal receipt-Flyer: complete copy of piece-Magazine: complete copy of piece; full page tearsheet; paid media invoice-Newspaper: full page tearsheet; paid media invoice-Newspaper Insert: complete copy of piece; paid media invoice-Outdoor: photo-Radio: affidavit of distribution; paid media invoice; proof of performance; script; station affidavit-Shopper: complete copy of piece; full page tearsheet; paid media invoice
Claim Address
8231 214th St. W.
Lakeville, MN 55044-9009",110,"Scruples Professional Salon Products Inc.","12/31",50,"2429-1","2009-05-18 17:46:37","2009-05-18 17:48:14"
131,"2%","Computers","Distributor Co-op Plan","Corporate Address
13101 Moore St.
Cerritos, CA 90703
Phone: (562) 741-0960
Fax: (562) 741-0967
Fax: (562) 741-0968
programs matching search criteria   other programsPlan 1 - Wholesaler
Name
Distributor Co-op Plan
Type
Wholesaler
Products
terminals, thin clients
Trademarks
5000 ST; 7000 ST; 8000 PT; 9000 PT
Timing
Program: Calendar year
Accrual: Oct. 01 - Sep. 30
Advertising: Oct. 01 - Sep. 30
Claim: Within 30 days of ad run
Accrual
2%
Participation
Manufacturer: 50%
Dealer: 50%
May Include: Production Charges; Color Charges
Eligible Media
CatalogCircularDemonstratorDirect MailExhibitFlyerMagazineNewspaperNewspaper InsertShopperSpecialty ItemStatement StufferTVWeekly NewspaperYellow Pages
Advertising Specifications
-All advertising requires prior approval.-Products must be illustrated.-Manufacturer's logo required.-Trademark name required.-Not misleading.
Media Requirements
-All Media: prior approval required
Advertising Aids
Print elements
Reimbursement Method
Check
purchase credit
Claim Documentation
-All Media: paid media invoice; prior approval documentation-Catalog: complete copy of piece-Circular: complete copy of piece-Demonstrator: photo-Direct Mail: complete copy of piece-Exhibit: photo-Flyer: complete copy of piece-Magazine: complete copy of piece-Newspaper: full page tearsheet-Newspaper Insert: complete copy of piece-Shopper: complete copy of piece-Specialty Item: photo-Statement Stuffer: complete copy of piece-Weekly Newspaper: full page tearsheet-Yellow Pages: full page tearsheet
Claim Address
13101 Moore St.
Cerritos, CA 90703",112,"Sherwood America","09/30",50,"2463-1","2009-05-18 17:46:37","2009-05-18 17:48:14"
132,"2.5%","Jewelry and Watches","","Corporate Address
635 Madison Ave., 6th Fl.
New York, NY 10022
Fax: (212) 355-3720
programs matching search criteria   other programsPlan 1 - Retailer
Type
Retailer
Products
watches
Trademarks
Raymond Weil
Timing
Program: Calendar year
Accrual: Calendar year
Advertising: Calendar year
Claim: Within 30 days of ad run
Accrual
2.5%
Participation
Manufacturer: 50%
Dealer: 50%
Eligible Media
Cable TVMagazineNewspaperTVWeekly Newspaper
Advertising Specifications
-No competing products.-All advertising requires prior approval.-Only advertising material supplied by manufacturer may be used.-Manufacturer's logo required.
Advertising Aids
Print elements
Reimbursement Method
Credit memo
Claim Documentation
-Magazine: complete copy of piece; full page tearsheet; paid media invoice-Newspaper: full page tearsheet; paid media invoice-TV: ANA/CAB * electronic tearsheet; paid media invoice; script; station affidavit-Weekly Newspaper: full page tearsheet; paid media invoice
Claim Address
635 Madison Ave., 6th Fl.
New York, NY 10022",111,"Seville Watch Corp.","12/31",50,"2448-1","2009-05-18 17:46:37","2009-05-18 17:48:14"
133,"2%","Building Materials","","Corporate Address
P.O. Box 1510
Vacaville, CA 95696-1510
Fax: (707) 446-1867
programs matching search criteria   other programsPlan 1 - Wholesaler
Type
Wholesaler
Products
chimney; gas vent systems; stovepipe; venting equipment
Trademarks
Close Clearance Connector; DVL; Designer Series; Direct Vent GS; Dura-Black; Dura-Chimney; Dura-Vent; Dura/Connect; Dura/Liner; Dura/Plus; DuraFlex; DuraTech; Pellet Vent
Timing
Program: Calendar year
Accrual: Calendar year
Advertising: Calendar year
Claim: Within 30 days of ad run
Accrual
2%
Participation
Manufacturer: 50%
Dealer: 50%
Eligible Media
Cable TVCatalogCircularClassified Display AdsDemonstratorDirect MailExhibitFlyerMagazineNewspaperNewspaper InsertNewspaper TM ListingOutdoorRadioShopperSpecialty ItemStatement StufferTVWeekly NewspaperYellow PagesYellow Pages TM
Advertising Specifications
-No competing products.-All advertising requires prior approval.-Prior approval required for advertising material not supplied by manufacturer.-Manufacturer's logo required.-Trademark name required.-Trademark name must be prominent.-Product description.-Logo prominent.
Media Requirements
-All Media: prior approval required-Yellow Pages: prior approval required
Advertising Aids
Camera-ready ads; Print elements
Reimbursement Method
Credit memo
Claim Documentation
-All Media: paid media invoice-Catalog: complete copy of piece-Circular: complete copy of piece-Direct Mail: complete copy of piece-Exhibit: photo-Flyer: complete copy of piece-Magazine: complete copy of piece-Newspaper: full page tearsheet-Newspaper Insert: complete copy of piece-Radio: script; station affidavit-Shopper: complete copy of piece-Specialty Item: complete copy of piece-Statement Stuffer: complete copy of piece-TV: script; station affidavit-Weekly Newspaper: full page tearsheet-Yellow Pages: full page tearsheet
Claim Address
P.O. Box 1510
Vacaville, CA 95696-1510",114,"Simpson Dura-Vent","01/31",50,"2493-1","2009-05-18 17:46:37","2009-05-18 17:48:14"
134,"3%","Sporting Goods, Apparel, Accessories and Supplies","","Corporate Address
P.O. Box 1498
St. Cloud, MN 56302
Fax: (320) 252-4425
Phone: (320) 252-1642
programs matching search criteria   other programsPlan 1 - Wholesaler
Type
Wholesaler
Special Instructions
All products may be advertised with co-op funds. Direct import & non-standard prods. do not qualify.
Products
camp mattresses & accessories; inflatable boats; pool mattresses
Trademarks
Caravelle; Ipanema; Sevymate; Sevypool; Sevytex; Tahiti
Timing
Program: Sep. 01 - Aug. 31
Accrual: Sep. 01 - Aug. 31
Advertising: Sep. 01 - Aug. 31
Claim: Within 60 days of ad run
Accrual
3%
Participation
Manufacturer: 50%
Dealer: 50%
Eligible Media
CatalogCircularFlyerNewspaperNewspaper InsertRadioTV
Advertising Placement
Spots Only
Advertising Specifications
-Only regular, first-line merchandise qualifies.-Products must be illustrated.-Trademark name must be prominent.-Logo prominent.
Media Requirements
-Catalog: prior approval required-Circular: prior approval required-Flyer: prior approval required-Newspaper: audited circulation; audited rates; broad general interest; serving retailer's primary trading area-Radio: FCC license-TV: FCC license
Advertising Aids
Camera-ready ads; Print elements; Radio elements; TV elements
Reimbursement Method
Check; Credit memo
Claim Documentation
-Catalog: complete copy of piece; paid media invoice; paid printer's invoice; postal receipt-Circular: complete copy of piece; paid media invoice; paid printer's invoice; postal receipt-Flyer: complete copy of piece; paid media invoice; paid printer's invoice; postal receipt-Newspaper: complete copy of piece; full page tearsheet; paid media invoice; paid printer's invoice; postal receipt-Newspaper Insert: complete copy of piece; paid media invoice; paid printer's invoice; postal receipt-Radio: ANA/RAB * electronic tearsheet; paid media invoice; script-TV: paid media invoice; script
Claim Address
Sevylor Co-op
6651 E. 26th St.
Los Angeles, CA 90040",113,"Sevylor USA, Inc.","08/31",50,"2449-1","2009-05-18 17:46:37","2009-05-18 17:48:14"
135,"See Full Citation","Photographic Equipment and Supplies","","Corporate Address
140 Pennsylvania Ave., Bldg. 5
Oakmont, PA 15139-1923
Fax: (412) 828-3775
programs matching search criteria   other programsPlan 1 - Wholesaler
Type
Wholesaler
Special Instructions
Contact mfr. for adv. aids and program guidelines.
Products
film shield; home theater accessories; photo; power accessories; video
Trademarks
Sima
Timing
Program: Calendar year
Participation
Manufacturer: 100%
Eligible Media
Magazine
Reimbursement Method
Check
Claim Address
140 Pennsylvania Ave., Bldg. 5
Oakmont, PA 15139-1923",118,"Sima Prods. Corp.","12/31",100,"2487-1","2009-05-18 17:46:37","2009-05-18 17:48:14"
136,"3%","Sporting Goods, Apparel, Accessories and Supplies","","Corporate Address
One Holland
Irvine, CA 92618
Fax: (949) 951-5071
programs matching search criteria   other programsPlan 1 - Retailer/Wholesaler
Type
Retailer/Wholesaler
Special Instructions
Contact local sls. rep. for qualifications & specifics.
Products
fishing rods & reels
Trademarks
Shimano
Timing
Program: Dec. 01 - Nov. 30
Accrual: Dec. 01 - Nov. 30
Advertising: Dec. 01 - Nov. 30
Claim: Within 60 days of ad run
Accrual
3%
Participation
Manufacturer: 100%
Eligible Media
Cable TVCatalogDirect MailFlyerMagazineNewspaperNewspaper InsertRadioTV
Advertising Specifications
-All of manufacturer's products may be advertised.-Manufacturer's products must be clearly separated from other products.-Manufacturer's share of omnibus ads must be easily measurable.-Products must be illustrated.-Manufacturer's logo required.-Trademark name required.-Trademark name must be prominent.-Model number.
Advertising Aids
Camera-ready ads; Print elements
Reimbursement Method
Check; Credit memo
Claim Documentation
-Catalog: affidavit of distribution; complete copy of piece; paid media invoice; paid printer's invoice-Newspaper: full page tearsheet; paid media invoice-Weekly Newspaper: full page tearsheet; paid media invoice
Claim Address
Shimano Co-op
Co-Optimum
16000 Ventura Blvd., Ste. 1200
Encino CA 91436-2730
(800) 734-3593",117,"Shimano American Corp.","11/30",100,"2465-1","2009-05-18 17:46:37","2009-05-18 17:48:14"
137,"5%","Housewares and Household Supplies","","Corporate Address
188 Shadow Lake Rd.
Ridgefield, CT 06877-1032
Fax: (203) 778-0911
Phone: (203) 778-0881
Toll Free: (800) 343-6588
programs matching search criteria   other programsPlan 1 - Retailer
Type
Retailer
Products
biodegradable cleaning & deodorizing products; laundry & dish detergents, soaps
Trademarks
Air-Scense; Citra-Clean; Citra-Dish; Citra-Solv; Citra-Suds; Citra-Wood; Shadow Lake
Timing
Program: Ongoing
Accrual: Quarterly
Advertising: Quarterly
Claim: Within 30 days of ad run
Accrual
5%
Participation
Manufacturer: 100%
May Include: Color Charges; Space or Time Only
Eligible Media
CircularDirect MailFlyerNewspaperNewspaper InsertRadioShopperTVWeekly Newspaper
Advertising Placement
Display Ads Only, Spots Only
Advertising Specifications
-No competing products.-Manufacturer's products must be clearly separated from other products.-Manufacturer's share of omnibus ads must be easily measurable.-Products must be illustrated.
Media Requirements
-Circular: SRDS listing; paid circulation; serving retailer's primary trading area-Newspaper: SRDS listing; paid circulation-Weekly Newspaper: SRDS listing; paid circulation
Advertising Aids
Camera-ready ads; Electronic Artwork; Internet; Print elements
Reimbursement Method
Check; Credit memo
Claim Documentation
-All Media: manufacturer's claim form; paid media invoice-Circular: affidavit of distribution; complete copy of piece; paid printer's invoice-Direct Mail: affidavit of distribution; complete copy of piece; paid printer's invoice-Flyer: affidavit of distribution; complete copy of piece; paid printer's invoice-Newspaper: full page tearsheet-Newspaper Insert: affidavit of distribution; complete copy of piece; list of newspapers; paid printer's invoice-Radio: script; station affidavit-Shopper: complete copy of piece-TV: script; station affidavit-Weekly Newspaper: full page tearsheet
Claim Address
Send claim to manufacturer's local representative.",116,"Citra-Solv, LLC","10/31",100,"2450-1","2009-05-18 17:46:37","2009-05-18 17:48:14"
